epoch,train_loss,val_loss,val_patient_auc,lr
1,0.7331035733222961,0.627804160118103,0.5833333333333334,0.00999938933078422
2,0.6560580730438232,0.5468074083328247,0.5833333333333334,0.009997557473810372
3,0.5753455758094788,0.5124030709266663,0.6666666666666666,0.009994504881061753
4,0.5391399264335632,0.5158917903900146,0.7083333333333333,0.009990232305719946
5,0.5526566505432129,0.534722089767456,0.6666666666666666,0.009984740801978986
6,0.5735371708869934,0.5524128079414368,0.7083333333333333,0.009978031724785247
7,0.5865176916122437,0.561628520488739,0.7083333333333333,0.009970106729503141
8,0.5981201529502869,0.5608792304992676,0.6666666666666666,0.009960967771506667
9,0.5942248106002808,0.5522798299789429,0.7083333333333333,0.00995061710569696
10,0.5867655277252197,0.5393353700637817,0.75,0.009939057285945933
11,0.5791196823120117,0.5258204936981201,,0.009926291164466132
12,0.5400816202163696,0.5156294703483582,,0.009912321891107011
13,0.5314364433288574,0.5103727579116821,,0.009897152912577742
14,0.5312709808349609,0.5102488994598389,,0.009880787971596802
15,0.530838668346405,0.514020562171936,0.75,0.0098632311059685
16,0.5230500102043152,0.5195177793502808,,0.009844486647586725
17,0.5342838168144226,0.5242648124694824,,0.009824559221366103
18,0.5342081189155579,0.5266086459159851,,0.009803453744100871
19,0.5363287925720215,0.5261579155921936,,0.009781175423251737
20,0.5428235530853271,0.5233267545700073,0.7916666666666666,0.009757729755661014
21,0.530308187007904,0.5192535519599915,,0.009733122526196352
22,0.5307499170303345,0.5151951313018799,,0.00970735980632342
23,0.5316485166549683,0.5119762420654297,,0.009680447952607849
24,0.5275829434394836,0.5100435018539429,,0.009652393605146848
25,0.5190273523330688,0.5093044638633728,0.7916666666666666,0.009623203685930873
26,0.5215148329734802,0.5094536542892456,,0.009592885397135709
27,0.5263653993606567,0.5100487470626831,,0.009561446219345456
28,0.5226565599441528,0.5107253789901733,,0.0095288939097068
29,0.5242142677307129,0.5111977458000183,,0.009495236500015049
30,0.5292795896530151,0.5113311409950256,0.75,0.009460482294732422
31,0.5218397974967957,0.5111607909202576,,0.009424639868939036
32,0.5239678621292114,0.5106819868087769,,0.009387718066217127
33,0.5179188847541809,0.5100698471069336,,0.00934972599646905
34,0.521973192691803,0.5094457268714905,,0.009310673033669524
35,0.5240560173988342,0.5088965892791748,0.75,0.00927056881355276
36,0.5210726261138916,0.5085362195968628,,0.009229423231234978
37,0.5213741064071655,0.5084016919136047,,0.009187246438772941
38,0.5193025469779968,0.5084591507911682,,0.009144048842659083
39,0.5193547606468201,0.5086469054222107,,0.009099841101253869
40,0.5236603021621704,0.5089174509048462,0.75,0.009054634122155993
41,0.5183256268501282,0.5091687440872192,,0.009008439059511103
42,0.5168803334236145,0.5093392729759216,,0.008961267311259671
43,0.5217975974082947,0.5094034075737,,0.008913130516324735
44,0.5203669667243958,0.5093442797660828,,0.008864040551740159
45,0.5174880027770996,0.5091547966003418,0.75,0.008814009529720156
46,0.5172673463821411,0.5088808536529541,,0.008763049794670777
47,0.5182920098304749,0.5085559487342834,,0.00871117392014412
48,0.5224184393882751,0.5082354545593262,,0.008658394705735989
49,0.5186650156974792,0.5079315900802612,,0.008604725173927788
50,0.5162069797515869,0.5076742768287659,0.75,0.008550178566873411
51,0.5198622345924377,0.5074707269668579,,0.008494768343131957
52,0.5175396203994751,0.5073264241218567,,0.00843850817434701
53,0.5111074447631836,0.5072222948074341,,0.008381411941873378
54,0.5157496333122253,0.5071519017219543,,0.008323493733352076
55,0.5171775817871094,0.5071033239364624,0.75,0.008264767839234409
56,0.5177507996559143,0.5070630311965942,,0.008205248749256013
57,0.5182145833969116,0.5070258378982544,,0.00814495114886174
58,0.5209842324256897,0.5069822669029236,,0.008083889915582234
59,0.5179362297058105,0.5069297552108765,,0.008022080115363126
60,0.5202994346618652,0.5068713426589966,0.75,0.007959536998847742
61,0.5186366438865662,0.5068140029907227,,0.007896275997614229
62,0.5175321698188782,0.5067673921585083,,0.007832312720368046
63,0.5173436999320984,0.5067338347434998,,0.00776766294909075
64,0.518034815788269,0.5067155361175537,,0.00770234263514603
65,0.5152627825737,0.5067072510719299,0.75,0.007636367895343944
66,0.5114398002624512,0.5067015886306763,,0.007569755007964335
67,0.5107043981552124,0.5066953897476196,,0.007502520408740415
68,0.5136156678199768,0.5066795349121094,,0.007434680686803487
69,0.5135608911514282,0.5066511631011963,,0.007366252580589836
70,0.5155757665634155,0.506615161895752,0.75,0.007297252973710754
71,0.5132173299789429,0.5065687894821167,,0.007227698890786777
72,0.5182202458381653,0.506522536277771,,0.007157607493247108
73,0.5172721743583679,0.5064769387245178,,0.0070869960750952875
74,0.5153228044509888,0.5064268708229065,,0.0070158820586421625
75,0.5170664191246033,0.5063769221305847,0.75,0.0069442829902071936
76,0.5159541368484497,0.5063246488571167,,0.006872216535789156
77,0.5152865052223206,0.5062741041183472,,0.006799700476707322
78,0.5130979418754578,0.5062200427055359,,0.0067267527052141925
79,0.5121322870254517,0.5061635971069336,,0.00665339122008084
80,0.5149651169776917,0.5061069130897522,0.75,0.006579634122155989
81,0.5132794976234436,0.5060537457466125,,0.0065054996098999045
82,0.5169534087181091,0.506005585193634,,0.006431005974894185
83,0.5148252248764038,0.505959689617157,,0.006356171597328595
84,0.5147289037704468,0.5059173107147217,,0.006281014941466031
85,0.5168218016624451,0.5058801174163818,0.75,0.006205554551086733
86,0.5188161730766296,0.5058451294898987,,0.006129809044912887
87,0.5181829333305359,0.5058149695396423,,0.006053797112014738
88,0.5170008540153503,0.5057882070541382,,0.005977537507199339
89,0.5153250098228455,0.5057632923126221,,0.005901049046383077
90,0.5157798528671265,0.5057394504547119,0.7083333333333334,0.005824350601949144
91,0.5162686705589294,0.505717396736145,,0.005747461098091036
92,0.5099185705184937,0.5056903958320618,,0.005670399506143308
93,0.5148425102233887,0.5056643486022949,,0.005593184839900676
94,0.5190834403038025,0.5056436061859131,,0.005515836150926648
95,0.5214337110519409,0.5056279897689819,0.7083333333333334,0.005438372523852835
96,0.5148115754127502,0.5056117177009583,,0.005360813071670104
97,0.5184619426727295,0.5055987238883972,,0.005283176931012733
98,0.5182873606681824,0.505585253238678,,0.005205483257436737
99,0.51529461145401,0.5055698156356812,,0.0051277512206935145
100,0.5186493992805481,0.5055564045906067,0.7083333333333334,0.0050500000000000015
101,0.5110605955123901,0.505536675453186,,0.00497224877930649
102,0.5174077749252319,0.505516529083252,,0.004894516742563267
103,0.5153017640113831,0.5054943561553955,,0.004816823068987271
104,0.5178378224372864,0.5054731965065002,,0.004739186928329901
105,0.5176934599876404,0.505449652671814,0.7083333333333334,0.004661627476147171
106,0.5142531991004944,0.5054234862327576,,0.004584163849073357
107,0.5108058452606201,0.5053955316543579,,0.00450681516009933
108,0.5116285085678101,0.5053660273551941,,0.004429600493856698
109,0.5141022801399231,0.5053359866142273,,0.004352538901908971
110,0.5117071866989136,0.5053054690361023,0.7083333333333334,0.004275649398050861
111,0.5166100263595581,0.505277156829834,,0.004198950953616926
112,0.515864372253418,0.5052493214607239,,0.004122462492800667
113,0.5131772756576538,0.5052240490913391,,0.004046202887985267
114,0.512421190738678,0.5051992535591125,,0.003970190955087119
115,0.515934944152832,0.5051752328872681,0.7083333333333334,0.0038944454489132706
116,0.5156466364860535,0.5051522850990295,,0.0038189850585339715
117,0.5108651518821716,0.5051268339157104,,0.003743828402671407
118,0.5138513445854187,0.5051029920578003,,0.003668994025105818
119,0.5122238397598267,0.5050767064094543,,0.0035945003901000985
120,0.5138747692108154,0.5050510168075562,0.7083333333333334,0.0035203658778440146
121,0.5173271894454956,0.5050287246704102,,0.003446608779919163
122,0.5145301818847656,0.5050066113471985,,0.0033732472947858106
123,0.5177982449531555,0.504986047744751,,0.0033002995232926805
124,0.5148864388465881,0.5049666166305542,,0.003227783464210848
125,0.5152613520622253,0.5049474239349365,0.7083333333333334,0.0031557170097928095
126,0.5167102813720703,0.5049288868904114,,0.003084117941357838
127,0.5152544379234314,0.5049111843109131,,0.0030130039249047142
128,0.5183467864990234,0.5048952698707581,,0.002942392506752893
129,0.5143738389015198,0.5048796534538269,,0.0028723011092132225
130,0.5114111304283142,0.5048630237579346,0.7083333333333334,0.0028027470262892464
131,0.5139572024345398,0.5048450231552124,,0.0027337474194101654
132,0.5175304412841797,0.5048273205757141,,0.002665319313196511
133,0.5159235596656799,0.5048099756240845,,0.0025974795912595845
134,0.5153646469116211,0.5047928094863892,,0.002530244992035664
135,0.5120616555213928,0.5047747492790222,0.7083333333333334,0.0024636321046560554
136,0.513265073299408,0.504756510257721,,0.0023976573648539674
137,0.5146973133087158,0.5047393441200256,,0.002332337050909249
138,0.515936017036438,0.5047221183776855,,0.0022676872796319547
139,0.5152323842048645,0.5047054886817932,,0.002203724002385773
140,0.5100914239883423,0.5046870708465576,0.7083333333333334,0.00214046300115226
141,0.5169529914855957,0.504669725894928,,0.002077919884636876
142,0.5184500813484192,0.5046533346176147,,0.0020161100844177673
143,0.5147581100463867,0.5046375393867493,,0.0019550488511382606
144,0.5177441835403442,0.5046226978302002,,0.001894751250743987
145,0.5179639458656311,0.5046091079711914,0.7083333333333334,0.0018352321607655927
146,0.5112647414207458,0.5045945048332214,,0.0017765062666479253
147,0.5143417716026306,0.5045796036720276,,0.0017185880581266227
148,0.5191141366958618,0.5045652389526367,,0.001661491825652992
149,0.5183584690093994,0.504551887512207,,0.0016052316568680453
150,0.518515944480896,0.5045398473739624,0.7083333333333334,0.0015498214331265913
151,0.5179925560951233,0.5045281648635864,,0.0014952748260722171
152,0.5156053900718689,0.5045157074928284,,0.001441605294264015
153,0.5138909220695496,0.5045035481452942,,0.001388826079855883
154,0.5144647359848022,0.5044911503791809,,0.0013369502053292264
155,0.5147643685340881,0.5044790506362915,0.7083333333333334,0.0012859904702798477
156,0.5139561891555786,0.5044671893119812,,0.0012359594482598444
157,0.5118127465248108,0.5044546127319336,,0.0011868694836752692
158,0.5153370499610901,0.5044427514076233,,0.0011387326887403332
159,0.5149787068367004,0.5044305920600891,,0.0010915609404889028
160,0.515802264213562,0.5044184327125549,0.7083333333333334,0.0010453658778440112
161,0.5164543390274048,0.5044068098068237,,0.0010001588987461351
162,0.5131778717041016,0.5043959617614746,,0.0009559511573409205
163,0.5167850852012634,0.5043860077857971,,0.0009127535612270636
164,0.5138474106788635,0.5043761730194092,,0.0008705767687650269
165,0.5161042809486389,0.5043669939041138,0.7083333333333334,0.0008294311864472453
166,0.5150747895240784,0.5043582916259766,,0.0007893269663304789
167,0.5135300159454346,0.5043495297431946,,0.0007502740035309535
168,0.5093684196472168,0.5043408274650574,,0.0007122819337828757
169,0.5169476270675659,0.5043333172798157,,0.0006753601310609678
170,0.5099584460258484,0.5043254494667053,0.7083333333333334,0.0006395177052675799
171,0.5192419290542603,0.5043185353279114,,0.0006047634999849535
172,0.5100246071815491,0.5043113827705383,,0.0005711060902932046
173,0.5157883167266846,0.5043047666549683,,0.0005385537806545473
174,0.5123308300971985,0.504298210144043,,0.0005071146028642949
175,0.5118928551673889,0.5042915344238281,0.7083333333333334,0.0004767963140691321
176,0.5157366991043091,0.5042855739593506,,0.00044760639485315616
177,0.5131187438964844,0.5042800903320312,,0.0004195520473921568
178,0.5141343474388123,0.5042750835418701,,0.00039264019367658425
179,0.5114879012107849,0.5042701959609985,,0.000366877473803651
180,0.513651430606842,0.504265546798706,0.7083333333333334,0.0003422702443389902
181,0.5136520862579346,0.5042611360549927,,0.0003188245767482661
182,0.5124120712280273,0.5042568445205688,,0.0002965462558991326
183,0.5150919556617737,0.5042529702186584,,0.00027544077863390025
184,0.5127456188201904,0.5042494535446167,,0.0002555133524132769
185,0.5115923285484314,0.5042461156845093,0.7083333333333334,0.00023676889403150122
186,0.5088553428649902,0.5042428374290466,,0.0002192120284032009
187,0.5095569491386414,0.504239559173584,,0.00020284708742225913
188,0.5144140124320984,0.5042365193367004,,0.00018767810889299097
189,0.5154913067817688,0.5042338371276855,,0.00017370883553386948
190,0.5156267881393433,0.504231333732605,0.7083333333333334,0.00016094271405406869
191,0.5121387243270874,0.5042288899421692,,0.00014938289430304027
192,0.5144142508506775,0.5042267441749573,,0.00013903222849333513
193,0.5141345858573914,0.5042247772216797,,0.00012989327049686106
194,0.5177306532859802,0.5042229294776917,,0.00012196827521475406
195,0.5142185688018799,0.5042210817337036,0.7083333333333334,0.0001152591980210166
196,0.5047811269760132,0.5042192339897156,,0.0001097676942800558
197,0.5134233832359314,0.5042173862457275,,0.00010549511893824899
198,0.514293909072876,0.504215657711029,,0.00010244252618962859
199,0.5122132897377014,0.5042140483856201,,0.0001006106692157801
200,0.5148842930793762,0.5042123794555664,0.7083333333333334,0.0001
